site.id,study.id,citations.title,site.sitename,site.state,site.country,lat_dec,long_dec
5497,11419,Productivity as related to diversity and age in planted versus natural forests,Yongxing Hunan ,,China,26.25,113.36
5498,11419,Productivity as related to diversity and age in planted versus natural forests,Yuanjiang Hunan ,,China,28.8,112.3
5499,11419,Productivity as related to diversity and age in planted versus natural forests,Yuanling Hunan ,,China,28.25,110.06
5500,11419,Productivity as related to diversity and age in planted versus natural forests,Yuanling Hunan 1,,China,28.63,110.3
5501,11419,Productivity as related to diversity and age in planted versus natural forests,Yuanling Hunan 2,,China,28.63,110.39
5502,11419,Productivity as related to diversity and age in planted versus natural forests,Yuanling Hunan 3,,China,28.13,110.47
5503,11419,Productivity as related to diversity and age in planted versus natural forests,Yuanling Hunan 4,,China,28.23,110.51
5504,11419,Productivity as related to diversity and age in planted versus natural forests,Yuanling Hunan 5,,China,28.82,110.51
5505,11419,Productivity as related to diversity and age in planted versus natural forests,Yuanling Hunan 6,,China,28.23,110.59
5506,11419,Productivity as related to diversity and age in planted versus natural forests,Yuanling Hunan 7,,China,28.27,110.63
5507,11419,Productivity as related to diversity and age in planted versus natural forests,Yuanling Hunan 8,,China,28.35,110.71
5508,11419,Productivity as related to diversity and age in planted versus natural forests,Yuanling Hunan 9,,China,28.7,110.88
5509,11419,Productivity as related to diversity and age in planted versus natural forests,Yuanling Hunan 10,,China,28.38,113.69
5510,11419,Productivity as related to diversity and age in planted versus natural forests,Yueliang mountain Guizhou ,,China,26,108
5511,11419,Productivity as related to diversity and age in planted versus natural forests,Yuexi Anhui ,,China,30.8,116.3
5512,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan ,,China,25.93,99.02
5513,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 1,,China,26.02,99.02
5514,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 2,,China,25.5,99.08
5515,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 3,,China,25.65,99.08
5516,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 4,,China,25.8,99.08
5517,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 5,,China,25.87,99.08
5518,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 6,,China,25.5,99.14
5519,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 7,,China,25.87,99.14
5520,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 8,,China,26.02,99.2
5521,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 9,,China,25.93,99.26
5522,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 10,,China,26.08,99.26
5523,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 11,,China,26.15,99.26
5524,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 12,,China,25.65,99.32
5525,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 13,,China,25.72,99.32
5526,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 14,,China,26.08,99.32
5527,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 15,,China,26.15,99.32
5528,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 16,,China,25.72,99.38
5529,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 17,,China,26.02,99.38
5530,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 18,,China,26.23,99.38
5531,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 19,,China,26.3,99.44
5532,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 20,,China,25.93,99.5
5533,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 21,,China,26.15,99.5
5534,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 22,,China,25.8,99.56
5535,11419,Productivity as related to diversity and age in planted versus natural forests,Yunlong Yunnan 23,,China,25.72,99.62
5536,11419,Productivity as related to diversity and age in planted versus natural forests,Yunxiao Fujian ,,China,23.9,117.3
5537,11419,Productivity as related to diversity and age in planted versus natural forests,Yunxiao Fujian 1,,China,24,117.4
5538,11419,Productivity as related to diversity and age in planted versus natural forests,Yuqing Guizhou ,,China,27.38,107.52
5539,11419,Productivity as related to diversity and age in planted versus natural forests,Yuqing Guizhou 1,,China,27.45,107.52
5540,11419,Productivity as related to diversity and age in planted versus natural forests,Yuqing Guizhou 2,,China,27.55,107.72
5541,11419,Productivity as related to diversity and age in planted versus natural forests,Zangjiang Hunan ,,China,27.55,109.58
5542,11419,Productivity as related to diversity and age in planted versus natural forests,Zangjiang Hunan 1,,China,27.52,109.62
5543,11419,Productivity as related to diversity and age in planted versus natural forests,Zangjiang Hunan 2,,China,27.55,109.66
5544,11419,Productivity as related to diversity and age in planted versus natural forests,Zhangping Fujian ,,China,25.2,117.5
5545,11419,Productivity as related to diversity and age in planted versus natural forests,Zhaoping Guangxi ,,China,24.15,110.88
5546,11419,Productivity as related to diversity and age in planted versus natural forests,Zheng Shanxi ,,China,32.4,105.36
5547,11419,Productivity as related to diversity and age in planted versus natural forests,Zhengan Guizhou ,,China,28.62,107.1
5548,11419,Productivity as related to diversity and age in planted versus natural forests,Zhengan Guizhou 1,,China,28.43,107.22
5549,11419,Productivity as related to diversity and age in planted versus natural forests,Zhengan Guizhou 2,,China,28.57,107.26
5550,11419,Productivity as related to diversity and age in planted versus natural forests,Zhengan Guizhou 3,,China,28.32,107.29
5551,11419,Productivity as related to diversity and age in planted versus natural forests,Zhengan Guizhou 4,,China,28.35,107.29
5552,11419,Productivity as related to diversity and age in planted versus natural forests,Zhenyuan Guizhou ,,China,27.17,108.3
5553,11419,Productivity as related to diversity and age in planted versus natural forests,Zhenyuan Guizhou 1,,China,27.2,108.58
5554,11419,Productivity as related to diversity and age in planted versus natural forests,Zhuanghe Liaoning ,,China,39.7,123.1
5555,11419,Productivity as related to diversity and age in planted versus natural forests,Zhuzhou Hunan ,,China,24.98,112.74
5556,11419,Productivity as related to diversity and age in planted versus natural forests,Zhuzhou Hunan 1,,China,24.98,112.82
5557,11419,Productivity as related to diversity and age in planted versus natural forests,Zhuzhou Hunan 2,,China,24.95,112.86
5558,11419,Productivity as related to diversity and age in planted versus natural forests,Zhuzhou Hunan 3,,China,24.98,112.98
5559,11419,Productivity as related to diversity and age in planted versus natural forests,Zhuzhou Hunan 4,,China,27.7,113.1
5560,11419,Productivity as related to diversity and age in planted versus natural forests,Zixing Hunan ,,China,25.7,113.3
5561,11419,Productivity as related to diversity and age in planted versus natural forests,Zixing Hunan 1,,China,26.15,113.44
5562,11419,Productivity as related to diversity and age in planted versus natural forests,Zixing Hunan 2,,China,25.75,113.51
5563,11419,Productivity as related to diversity and age in planted versus natural forests,Zixing Hunan 3,,China,26.28,113.64
5564,11419,Productivity as related to diversity and age in planted versus natural forests,Zixing Hunan 4,,China,26.25,113.68
5565,11419,Productivity as related to diversity and age in planted versus natural forests,Ziyuan Guangxi ,,China,25.97,110.34
5566,11419,Productivity as related to diversity and age in planted versus natural forests,Ziyuan Guangxi 1,,China,25.88,110.4
5567,11419,Productivity as related to diversity and age in planted versus natural forests,Ziyuan Guangxi 2,,China,26,110.6
5568,11419,Productivity as related to diversity and age in planted versus natural forests,Ziyuan Guangxi 3,,China,26.1,110.7
5569,11419,Productivity as related to diversity and age in planted versus natural forests,Ziyun Guizhou ,,China,25.4,106.36
5570,11419,Productivity as related to diversity and age in planted versus natural forests,Zunyi Guangxi ,,China,28,106.6
5571,11419,Productivity as related to diversity and age in planted versus natural forests,Zunyi Guangxi 1,,China,28,106.92
8908,11419,Productivity as related to diversity and age in planted versus natural forests,Anhua Hunan 1,,China,28.1,110.92
8909,11419,Productivity as related to diversity and age in planted versus natural forests,Anhua Hunan 2,,China,28.1,111
8910,11419,Productivity as related to diversity and age in planted versus natural forests,Anhua Hunan 3,,China,28.3,111.1
8911,11419,Productivity as related to diversity and age in planted versus natural forests,Anhua Hunan 4,,China,28.4,111.2
8912,11419,Productivity as related to diversity and age in planted versus natural forests,Anlong Guizhou,,China,25.15,105.29
8913,11419,Productivity as related to diversity and age in planted versus natural forests,Anshan Liaoning,,China,40.5,123.2
8914,11419,Productivity as related to diversity and age in planted versus natural forests,Arshaan Inner Mongolia,,China,47.1,119.9
8915,11419,Productivity as related to diversity and age in planted versus natural forests,Baise Guangxi 1,,China,23.58,106.16
8916,11419,Productivity as related to diversity and age in planted versus natural forests,Baise Guangxi 2,,China,23.8,106.16
